timestamp,Open,High,Low,Close,Volume,trade_count,vwap
2016-01-08 05:00:00+00:00,30.67,30.7,29.565,29.63,9961782,60426,30.071012
2016-01-11 05:00:00+00:00,29.66,29.89,29.15,29.68,10235095,66674,29.533329
2016-01-12 05:00:00+00:00,30.21,30.62,29.97,30.18,11733893,72816,30.222032
2016-01-13 05:00:00+00:00,30.41,30.61,29.23,29.26,12041762,74976,29.819748
2016-01-14 05:00:00+00:00,28.53,29.0,27.82,28.67,15005864,87620,28.449612
2016-01-15 05:00:00+00:00,27.39,27.85,26.64,27.11,21036303,124079,27.134004
2016-01-19 05:00:00+00:00,27.86,28.45,27.215,27.33,11428537,72670,27.679972
2016-01-20 05:00:00+00:00,26.81,27.83,26.45,27.48,12029457,80358,27.120971
2016-01-21 05:00:00+00:00,27.62,28.23,27.21,27.8,12036422,78334,27.911049
2016-01-22 05:00:00+00:00,28.33,28.64,28.27,28.45,6450312,50311,28.428711
2016-01-25 05:00:00+00:00,28.44,28.765,28.355,28.42,6768203,43076,28.529513
2016-01-26 05:00:00+00:00,28.48,28.82,28.185,28.7,5699182,31718,28.600852
2016-01-27 05:00:00+00:00,28.66,28.745,27.815,28.36,5792528,41394,28.321681
2016-01-28 05:00:00+00:00,28.59,28.69,27.5,28.05,6919451,51271,27.884605
2016-01-29 05:00:00+00:00,28.29,29.345,28.18,29.29,7762622,47826,29.023217
2016-02-01 05:00:00+00:00,29.26,29.45,29.01,29.3,7247099,45970,29.254591
2016-02-02 05:00:00+00:00,29.0,29.15,27.86,28.06,8457678,50686,28.275036
2016-02-03 05:00:00+00:00,28.28,28.45,27.55,28.2,8169351,53673,27.9869
2016-02-04 05:00:00+00:00,28.24,28.85,27.93,28.21,8703450,65138,28.275453
2016-02-05 05:00:00+00:00,28.02,28.33,26.35,26.43,15010685,79978,26.813684
2016-02-08 05:00:00+00:00,26.01,26.16,24.85,25.22,15221320,100375,25.312528
2016-02-09 05:00:00+00:00,24.92,26.55,24.8,25.49,10634314,75227,25.731093
2016-02-10 05:00:00+00:00,25.65,26.39,25.29,25.43,8394980,57727,25.685271
2016-02-11 05:00:00+00:00,25.01,25.56,24.78,25.3,8503635,58961,25.213476
2016-02-12 05:00:00+00:00,25.7,25.78,24.75,25.73,8520367,52373,25.459937
2016-02-16 05:00:00+00:00,26.14,27.03,26.02,26.99,12133795,75036,26.683229
2016-02-17 05:00:00+00:00,27.54,27.92,27.22,27.66,19286666,97181,27.816064
2016-02-18 05:00:00+00:00,30.0,30.975,29.9,30.04,26715659,128530,30.291685
2016-02-19 05:00:00+00:00,29.88,30.71,29.65,30.44,13140732,72425,30.327352
2016-02-22 05:00:00+00:00,30.88,31.87,30.82,31.52,11241697,68121,31.55498
2016-02-23 05:00:00+00:00,31.27,31.9,31.12,31.6,9234450,52768,31.623309
2016-02-24 05:00:00+00:00,31.15,31.8679,30.6,31.82,8421336,51576,31.312598
2016-02-25 05:00:00+00:00,31.94,32.05,31.32,31.89,8740367,49544,31.617726
2016-02-26 05:00:00+00:00,32.04,32.1162,31.36,31.68,9049073,50016,31.611364
2016-02-29 05:00:00+00:00,31.61,32.02,31.34,31.36,8083618,47136,31.644645
2016-03-01 05:00:00+00:00,31.46,32.75,31.39,32.75,8717512,54845,32.367955
2016-03-02 05:00:00+00:00,32.57,33.06,32.51,32.94,5845933,41288,32.811908
2016-03-03 05:00:00+00:00,32.9,33.04,32.21,32.65,7550088,35298,32.543614
2016-03-04 05:00:00+00:00,32.9,32.93,32.3,32.55,4382634,31264,32.607879
2016-03-07 05:00:00+00:00,32.37,32.59,31.915,32.34,6005495,37650,32.250279
2016-03-08 05:00:00+00:00,32.01,32.2,31.645,31.75,6873478,40103,31.847694
2016-03-09 05:00:00+00:00,32.03,32.075,31.32,31.73,5569737,37794,31.606485
2016-03-10 05:00:00+00:00,31.92,32.1,31.04,31.68,7152137,37404,31.545445
2016-03-11 05:00:00+00:00,32.15,32.23,31.77,32.22,6934986,36354,32.039195
2016-03-14 04:00:00+00:00,32.07,32.43,31.92,32.3,4757868,30340,32.254208
2016-03-15 04:00:00+00:00,32.13,32.34,31.57,32.14,5655420,32117,31.940694
2016-03-16 04:00:00+00:00,31.9,33.21,31.75,33.1,9091068,63882,32.741824
2016-03-17 04:00:00+00:00,32.98,33.14,32.3739,32.82,8791959,47292,32.776708
2016-03-18 04:00:00+00:00,33.21,34.25,33.0,33.81,13637802,67360,33.855378
2016-03-21 04:00:00+00:00,33.51,33.92,33.15,33.91,8444539,42542,33.702351
2016-03-22 04:00:00+00:00,33.8,34.085,33.43,33.85,6050266,31232,33.887212
2016-03-23 04:00:00+00:00,34.0,34.68,33.85,34.43,10725171,61432,34.402687
2016-03-24 04:00:00+00:00,34.12,34.54,34.01,34.48,6123854,37769,34.400658
2016-03-28 04:00:00+00:00,34.42,34.98,34.38,34.83,6634700,36936,34.777504
2016-03-29 04:00:00+00:00,34.68,35.47,34.6,35.39,6545266,40039,35.157381
2016-03-30 04:00:00+00:00,35.52,36.25,35.5,35.76,9417474,51451,35.872681
2016-03-31 04:00:00+00:00,35.92,36.0,35.35,35.63,9497052,44055,35.659478
2016-04-01 04:00:00+00:00,35.41,36.17,35.14,36.15,8707319,39393,35.942249
2016-04-04 04:00:00+00:00,36.45,36.64,35.66,35.8,9848551,48170,36.001765
2016-04-05 04:00:00+00:00,35.48,36.08,35.34,35.75,8489215,42272,35.833723
2016-04-06 04:00:00+00:00,35.3,35.82,34.63,35.8,11334379,59153,35.471568
2016-04-07 04:00:00+00:00,35.68,35.89,35.28,35.43,9452644,54116,35.534836
2016-04-08 04:00:00+00:00,35.72,35.95,35.305,35.66,6398373,36191,35.657273
2016-04-11 04:00:00+00:00,35.87,36.47,35.76,35.88,9688098,48556,36.049185
2016-04-12 04:00:00+00:00,36.0,36.05,35.14,35.84,7319077,48381,35.687642
2016-04-13 04:00:00+00:00,36.0,36.75,36.0,36.74,8767861,52655,36.466454
2016-04-14 04:00:00+00:00,36.64,37.0,36.49,36.84,10414131,58748,36.792484
2016-04-15 04:00:00+00:00,36.83,37.46,36.712,37.13,10924273,63753,37.124029
2016-04-18 04:00:00+00:00,37.06,37.06,36.61,36.97,7683044,51774,36.888051
2016-04-19 04:00:00+00:00,37.11,37.18,36.08,36.31,7728777,48993,36.416425
2016-04-20 04:00:00+00:00,36.25,36.67,36.21,36.45,5004434,36305,36.492511
2016-04-21 04:00:00+00:00,36.46,36.63,36.25,36.41,4456989,30681,36.457919
2016-04-22 04:00:00+00:00,36.53,36.78,36.145,36.27,5588539,39132,36.343667
2016-04-25 04:00:00+00:00,36.28,36.65,36.18,36.45,4799765,32815,36.44591
2016-04-26 04:00:00+00:00,36.67,37.09,36.32,36.48,5363364,36386,36.607455
2016-04-27 04:00:00+00:00,36.39,37.33,36.323,37.31,8809858,50966,36.948934
2016-04-28 04:00:00+00:00,37.08,37.3,36.11,36.2,9530551,55153,36.660192
2016-04-29 04:00:00+00:00,36.05,36.13,35.14,35.53,8047562,55051,35.461585
2016-05-02 04:00:00+00:00,35.87,36.22,35.7,36.0,6401920,44166,35.922345
2016-05-03 04:00:00+00:00,35.59,35.74,35.261,35.57,5600585,41348,35.527735
2016-05-04 04:00:00+00:00,35.14,35.17,34.4,34.76,13144065,70341,34.765056
2016-05-05 04:00:00+00:00,35.05,35.38,34.71,34.97,6172113,41232,35.057019
2016-05-06 04:00:00+00:00,34.91,35.425,34.84,35.33,4581000,32800,35.13342
2016-05-09 04:00:00+00:00,35.42,35.57,34.99,35.28,8333411,53890,35.277889
2016-05-10 04:00:00+00:00,35.5,36.02,35.16,35.96,6741929,47285,35.812956
2016-05-11 04:00:00+00:00,36.07,36.46,35.87,36.06,8204441,46447,36.131847
2016-05-12 04:00:00+00:00,36.32,36.48,34.93,35.57,16763533,88828,35.61115
2016-05-13 04:00:00+00:00,39.02,41.0,39.0,40.98,52756379,264004,40.128097
2016-05-16 04:00:00+00:00,40.67,42.8,40.54,42.19,24132757,136176,42.103681
2016-05-17 04:00:00+00:00,42.0,42.58,41.4601,42.28,15709762,86317,42.159136
2016-05-18 04:00:00+00:00,42.0,43.85,42.0,43.36,13526797,81599,43.289564
2016-05-19 04:00:00+00:00,43.19,43.8586,43.13,43.55,9909581,64947,43.412036
2016-05-20 04:00:00+00:00,43.82,44.51,43.75,44.33,9777090,62973,44.270317
2016-05-23 04:00:00+00:00,44.52,44.69,44.13,44.4,10340877,57606,44.398826
2016-05-24 04:00:00+00:00,44.42,45.5,44.3,45.36,10394721,65081,45.06922
2016-05-25 04:00:00+00:00,45.5,45.69,44.81,45.17,11220411,69657,45.162648
2016-05-26 04:00:00+00:00,45.25,45.98,45.12,45.65,7749081,53698,45.681108
2016-05-27 04:00:00+00:00,45.7,45.97,45.55,45.9,6935389,38492,45.839989
2016-05-31 04:00:00+00:00,46.1,46.815,46.07,46.72,10313131,53361,46.588598
2016-06-01 04:00:00+00:00,46.5,47.26,46.36,46.81,9678267,53565,46.771155
2016-06-02 04:00:00+00:00,47.06,47.54,46.6,47.14,8230202,53677,47.032986
2016-06-03 04:00:00+00:00,46.7,46.74,45.66,46.48,11526864,75323,46.231743
2016-06-06 04:00:00+00:00,46.6,46.96,46.0,46.24,8062841,55345,46.329967
2016-06-07 04:00:00+00:00,46.51,46.78,46.31,46.33,4835017,36692,46.483887
2016-06-08 04:00:00+00:00,46.34,46.51,45.8,46.18,5865431,39730,46.206812
2016-06-09 04:00:00+00:00,46.02,47.45,45.92,47.38,11555267,59918,47.060513
2016-06-10 04:00:00+00:00,46.82,47.24,46.14,46.2,10000592,62754,46.489264
2016-06-13 04:00:00+00:00,46.25,47.6986,46.25,46.79,11889674,62706,47.136885
2016-06-14 04:00:00+00:00,46.68,47.1,46.155,46.88,7458639,49729,46.701373
2016-06-15 04:00:00+00:00,47.27,47.77,46.75,47.36,7525868,52345,47.361879
2016-06-16 04:00:00+00:00,47.01,47.63,46.551,47.55,6161428,41224,47.103004
2016-06-17 04:00:00+00:00,47.61,47.62,46.53,46.72,11775048,51873,46.861601
2016-06-20 04:00:00+00:00,47.47,48.17,47.44,47.56,7344230,54449,47.796453
2016-06-21 04:00:00+00:00,47.76,47.89,47.2,47.27,5312661,39061,47.446774
2016-06-22 04:00:00+00:00,47.37,47.68,47.15,47.23,5065516,38703,47.38375
2016-06-23 04:00:00+00:00,47.68,48.54,47.65,48.49,7446994,50261,48.289659
2016-06-24 04:00:00+00:00,46.5,47.36,45.3,45.73,25441195,111861,46.025854
2016-06-27 04:00:00+00:00,45.35,45.7,44.57,45.24,11258487,90347,45.139774
2016-06-28 04:00:00+00:00,46.1,46.1499,45.27,45.9,9547980,70861,45.772749
2016-06-29 04:00:00+00:00,46.3,47.01,46.18,46.65,7973264,55813,46.644903
2016-06-30 04:00:00+00:00,46.73,47.3,46.35,47.01,10773475,56224,46.915995
2016-07-01 04:00:00+00:00,46.75,47.36,46.5,46.66,5462198,39067,46.773452
2016-07-05 04:00:00+00:00,46.4,47.43,46.03,47.35,9277061,58317,47.024773
2016-07-06 04:00:00+00:00,47.02,47.925,46.78,47.65,6827594,49851,47.592067
2016-07-07 04:00:00+00:00,47.88,49.06,47.75,48.89,9884992,70156,48.690693
2016-07-08 04:00:00+00:00,49.41,51.091,49.22,50.85,12048273,78857,50.544401
2016-07-11 04:00:00+00:00,51.58,52.4,51.52,52.02,11219437,69629,52.088804
2016-07-12 04:00:00+00:00,52.5,53.28,51.94,52.8,10919045,72275,52.574989
2016-07-13 04:00:00+00:00,52.75,53.2,52.7,52.78,8115130,51522,52.920816
2016-07-14 04:00:00+00:00,53.06,53.8,52.62,53.32,7922283,53490,53.385096
2016-07-15 04:00:00+00:00,52.64,52.935,51.841,52.7,10715357,61520,52.591726
2016-07-18 04:00:00+00:00,53.18,53.43,52.77,52.97,6324838,43635,53.060448
2016-07-19 04:00:00+00:00,52.94,53.7293,52.84,53.52,9566250,48407,53.366054
2016-07-20 04:00:00+00:00,53.7,54.505,53.48,54.22,7411502,49575,54.117047
2016-07-21 04:00:00+00:00,54.1,54.27,53.04,53.22,9032697,53511,53.484737
2016-07-22 04:00:00+00:00,53.41,54.67,53.02,54.67,7894165,47797,54.134424
2016-07-25 04:00:00+00:00,55.0,55.81,54.76,55.68,7813211,55860,55.429607
2016-07-26 04:00:00+00:00,56.17,56.92,56.09,56.63,12862739,78128,56.52513
2016-07-27 04:00:00+00:00,57.12,57.22,55.72,56.06,11166886,77212,56.100437
2016-07-28 04:00:00+00:00,56.08,56.6,56.0137,56.18,5547934,43969,56.222925
2016-07-29 04:00:00+00:00,56.39,57.25,55.38,57.1,10239664,67475,56.69226
2016-08-01 04:00:00+00:00,57.39,57.55,56.36,56.73,7527870,51781,56.732175
2016-08-02 04:00:00+00:00,57.0,57.03,55.5,56.04,7068720,51393,56.021735
2016-08-03 04:00:00+00:00,55.97,56.3,55.66,56.19,7495709,50975,55.951758
2016-08-04 04:00:00+00:00,56.46,57.49,56.35,57.23,6817750,47825,57.131664
2016-08-05 04:00:00+00:00,57.89,58.23,57.61,58.2,9289735,50505,58.031274
2016-08-08 04:00:00+00:00,59.0,59.14,58.12,58.74,7626603,50667,58.474244
2016-08-09 04:00:00+00:00,59.03,59.46,58.74,58.89,9308559,67697,59.021257
2016-08-10 04:00:00+00:00,59.41,59.5,58.3237,58.51,9393453,60345,58.660449
2016-08-11 04:00:00+00:00,58.82,59.95,58.7,59.7,17002586,110558,59.636761
2016-08-12 04:00:00+00:00,61.9,63.38,60.63,63.04,35642142,204840,62.200787
2016-08-15 04:00:00+00:00,63.12,63.4964,62.1302,62.98,14332617,82683,62.968043
2016-08-16 04:00:00+00:00,62.89,62.99,62.41,62.6,7191345,49983,62.685869
2016-08-17 04:00:00+00:00,62.6,62.74,60.655,61.15,14880304,101044,61.302502
2016-08-18 04:00:00+00:00,61.09,62.2,60.82,62.1,8292095,53761,61.867721
2016-08-19 04:00:00+00:00,62.07,62.73,61.8,62.26,7288978,49354,62.336061
2016-08-22 04:00:00+00:00,62.45,62.612,61.711,62.52,6118683,41425,62.361629
2016-08-23 04:00:00+00:00,63.04,63.32,62.73,62.91,8494058,54032,62.970856
2016-08-24 04:00:00+00:00,63.13,63.16,61.65,61.94,7461244,54453,62.393977
2016-08-25 04:00:00+00:00,61.96,61.99,60.76,61.53,10150783,64926,61.44315
2016-08-26 04:00:00+00:00,61.69,62.38,61.2,62.03,7495222,54283,61.891347
2016-08-29 04:00:00+00:00,62.28,62.53,61.885,61.99,6866279,41228,62.162817
2016-08-30 04:00:00+00:00,61.91,62.2426,61.46,61.63,6640522,40619,61.678385
2016-08-31 04:00:00+00:00,61.75,61.92,61.16,61.34,9066242,47398,61.457582
2016-09-01 04:00:00+00:00,61.39,63.38,61.34,63.15,10712305,72138,62.79496
2016-09-02 04:00:00+00:00,63.28,63.35,61.82,62.53,8078742,57700,62.513131
2016-09-06 04:00:00+00:00,62.75,63.12,62.429,63.12,7670320,53104,62.846161
2016-09-07 04:00:00+00:00,62.92,63.2285,61.83,62.19,9949700,53906,62.248874
2016-09-08 04:00:00+00:00,62.13,62.74,61.42,62.64,7895219,51956,62.32094
2016-09-09 04:00:00+00:00,61.95,62.3,59.0,59.52,17443966,124552,60.269155
2016-09-12 04:00:00+00:00,58.4,60.865,57.315,60.75,14956524,105785,59.804667
2016-09-13 04:00:00+00:00,60.6,61.3,59.53,59.87,11794183,70316,60.161357
2016-09-14 04:00:00+00:00,60.0,60.6,59.51,60.4,7984326,52336,60.144358
2016-09-15 04:00:00+00:00,60.5,62.76,60.36,62.69,12884799,84718,62.171776
2016-09-16 04:00:00+00:00,62.91,63.25,62.12,62.84,22561149,81952,62.815168
2016-09-19 04:00:00+00:00,63.5,65.26,63.21,63.67,10428207,64792,64.128246
2016-09-20 04:00:00+00:00,63.87,64.4,62.74,63.09,8277832,46730,63.289752
2016-09-21 04:00:00+00:00,63.28,64.98,63.27,64.86,8405337,57113,64.231303
2016-09-22 04:00:00+00:00,65.24,65.44,64.65,65.02,7718287,56690,64.969322
2016-09-23 04:00:00+00:00,65.01,65.29,64.66,64.95,6903344,50696,64.983906
2016-09-26 04:00:00+00:00,64.21,64.6,63.53,64.34,5751035,39194,64.254109
2016-09-27 04:00:00+00:00,64.09,66.64,64.06,66.54,10068769,67900,66.045892
2016-09-28 04:00:00+00:00,66.64,66.83,65.93,66.78,7994701,56601,66.466942
2016-09-29 04:00:00+00:00,66.67,67.61,66.0514,67.4,8417136,54226,66.997753
2016-09-30 04:00:00+00:00,67.55,69.19,67.37,68.52,10748304,68554,68.623706
2016-10-03 04:00:00+00:00,68.73,69.51,68.331,68.45,6064853,45234,68.713959
2016-10-04 04:00:00+00:00,68.93,69.7,67.79,68.3,7040645,51073,68.611988
2016-10-05 04:00:00+00:00,68.69,69.58,68.02,68.23,7636009,53412,68.36229
2016-10-06 04:00:00+00:00,67.41,67.83,66.26,67.34,9005017,64925,67.207163
2016-10-07 04:00:00+00:00,67.79,67.97,66.66,66.85,7156502,51833,67.128816
2016-10-10 04:00:00+00:00,67.2,67.56,66.47,67.1,7196868,53967,66.985172
2016-10-11 04:00:00+00:00,66.69,66.98,65.62,66.13,9713476,56442,66.250725
2016-10-12 04:00:00+00:00,65.86,66.7791,65.31,66.43,10498025,49228,66.421627
2016-10-13 04:00:00+00:00,65.65,65.8,63.7,65.35,9752910,72426,64.829203
2016-10-14 04:00:00+00:00,65.95,66.6,65.6,65.99,8265851,47165,66.212229
2016-10-17 04:00:00+00:00,65.98,66.6,65.52,65.61,4883160,32867,65.979731
2016-10-18 04:00:00+00:00,66.52,66.99,66.25,66.61,6734274,42204,66.665406
2016-10-19 04:00:00+00:00,66.16,66.78,65.82,66.47,4976462,32389,66.447627
2016-10-20 04:00:00+00:00,67.25,67.95,66.3,67.73,7802072,55146,67.350353
2016-10-21 04:00:00+00:00,67.49,67.66,66.9,67.54,6987654,36809,67.433185
2016-10-24 04:00:00+00:00,68.0,70.79,67.99,70.71,8495946,55583,69.940263
2016-10-25 04:00:00+00:00,70.59,72.3,70.25,71.87,9935994,63895,71.573691
2016-10-26 04:00:00+00:00,71.27,72.95,71.2,72.16,8349381,57246,72.282868
2016-10-27 04:00:00+00:00,72.71,72.85,70.385,70.68,9716622,59220,71.269805
2016-10-28 04:00:00+00:00,71.02,72.1,70.43,70.56,7285102,49805,71.173847
2016-10-31 04:00:00+00:00,70.79,71.625,70.75,71.16,6309733,44574,71.217083
2016-11-01 04:00:00+00:00,71.42,71.81,68.29,69.05,11832029,69148,69.779741
2016-11-02 04:00:00+00:00,69.58,70.52,68.6355,68.76,7396231,54777,69.273975
2016-11-03 04:00:00+00:00,69.08,69.14,66.64,67.96,7741593,57408,67.933913
2016-11-04 04:00:00+00:00,67.51,68.7305,66.575,67.57,8219590,59009,67.818679
2016-11-07 05:00:00+00:00,69.56,71.72,69.5,71.27,12189524,77800,70.846968
2016-11-08 05:00:00+00:00,71.54,71.77,70.5,71.16,10747107,54186,71.144384
2016-11-09 05:00:00+00:00,69.23,70.9,68.72,69.96,11420513,80895,69.839899
2016-11-10 05:00:00+00:00,71.44,71.5,66.76,67.77,21953039,141216,69.848565
2016-11-11 05:00:00+00:00,79.51,88.77,78.5,87.97,54389586,282467,84.402365
2016-11-14 05:00:00+00:00,87.99,88.19,83.62,83.64,33720356,139875,84.948808
2016-11-15 05:00:00+00:00,84.29,87.45,83.93,86.19,15652258,100199,86.14771
2016-11-16 05:00:00+00:00,87.34,92.555,86.3452,91.63,24754924,140139,90.684753
2016-11-17 05:00:00+00:00,92.36,94.7923,90.65,92.39,20824749,130494,92.991973
2016-11-18 05:00:00+00:00,92.39,94.33,91.8,93.36,14402898,87491,93.056554
2016-11-21 05:00:00+00:00,94.09,94.35,92.4,92.98,10910868,63900,93.187139
2016-11-22 05:00:00+00:00,93.3,93.7396,92.38,93.65,8267042,52508,93.231852
2016-11-23 05:00:00+00:00,93.72,95.2499,92.77,93.97,11080857,51638,94.220914
2016-11-25 05:00:00+00:00,94.42,95.1,93.41,94.16,4889078,27970,94.018561
2016-11-28 05:00:00+00:00,93.87,94.74,93.6,94.11,6968398,45386,94.10989
2016-11-29 05:00:00+00:00,94.0,94.44,92.53,93.25,11114187,64572,93.606108
2016-11-30 05:00:00+00:00,93.5,94.16,92.1,92.2,11012545,60431,93.145307
2016-12-01 05:00:00+00:00,92.11,92.17,84.77,87.64,25888351,171917,87.715342
2016-12-02 05:00:00+00:00,86.1,88.8,85.12,88.45,11957300,81118,87.812027
2016-12-05 05:00:00+00:00,89.99,92.61,89.0,91.88,15062175,87865,91.531341
2016-12-06 05:00:00+00:00,92.21,93.73,91.57,93.39,12469875,77663,92.715666
2016-12-07 05:00:00+00:00,92.84,95.3,92.1,95.07,12020593,81632,94.129726
2016-12-08 05:00:00+00:00,95.19,96.62,93.0531,93.48,9539602,66547,94.379634
2016-12-09 05:00:00+00:00,94.2,94.27,90.71,91.82,9557799,68027,91.755214
2016-12-12 05:00:00+00:00,89.85,89.95,87.54,89.59,15034650,97799,88.653469
2016-12-13 05:00:00+00:00,90.09,92.29,90.05,91.17,9694874,64469,91.296142
2016-12-14 05:00:00+00:00,92.52,97.11,91.57,96.45,24610865,135776,95.363351
2016-12-15 05:00:00+00:00,96.9,99.94,96.6,98.71,18663658,115308,98.892922
2016-12-16 05:00:00+00:00,99.83,100.7,97.726,100.41,27243918,112979,99.325086
2016-12-19 05:00:00+00:00,99.7,102.4499,99.0,101.63,18717081,106896,101.25605
2016-12-20 05:00:00+00:00,104.55,106.13,104.12,105.17,21201473,130882,105.370921
2016-12-21 05:00:00+00:00,105.64,105.95,103.71,105.83,14404261,81405,105.257138
2016-12-22 05:00:00+00:00,106.82,108.87,106.53,107.11,17965359,103266,107.599367
2016-12-23 05:00:00+00:00,106.38,109.835,106.27,109.78,16192331,87068,108.244699
2016-12-27 05:00:00+00:00,112.12,117.36,111.22,117.32,29898642,163040,115.483214
2016-12-28 05:00:00+00:00,119.66,119.93,108.69,109.25,57395065,353806,112.327582
2016-12-29 05:00:00+00:00,104.72,111.49,102.8,111.43,54385682,280362,107.325636
2016-12-30 05:00:00+00:00,111.25,111.92,106.3,106.74,30324435,158384,108.150293
2017-01-03 05:00:00+00:00,104.43,106.37,99.38,102.01,37557286,209856,102.349253
2017-01-04 05:00:00+00:00,103.58,105.5,101.53,104.39,30031413,171421,103.736954
2017-01-05 05:00:00+00:00,104.53,105.82,101.05,101.74,24607382,143105,102.647615
2017-01-06 05:00:00+00:00,102.5,104.25,101.2,103.1,20572446,109506,103.085445
2017-01-09 05:00:00+00:00,103.5,108.0,103.5,107.28,22906525,128650,106.835495
2017-01-10 05:00:00+00:00,107.79,109.19,105.63,106.47,22023619,107186,106.997678
2017-01-11 05:00:00+00:00,106.0,106.2,104.15,105.16,13542093,73811,105.197452
2017-01-12 05:00:00+00:00,104.23,104.7,101.62,103.44,15647114,94561,102.707664
2017-01-13 05:00:00+00:00,103.6,105.0,103.06,103.43,11446243,67035,103.771517
2017-01-17 05:00:00+00:00,103.16,103.2,100.57,101.11,14515359,78964,101.530861
2017-01-18 05:00:00+00:00,100.24,103.23,99.11,102.95,16368076,82564,102.274455
2017-01-19 05:00:00+00:00,103.07,106.46,102.98,105.16,16121782,87012,105.184448
2017-01-20 05:00:00+00:00,105.95,106.8,103.12,104.01,12300580,74479,104.46306
2017-01-23 05:00:00+00:00,103.75,105.9,103.7,105.09,9247689,56799,104.904792
2017-01-24 05:00:00+00:00,105.5,107.58,104.9,107.33,10730701,65028,106.267609
2017-01-25 05:00:00+00:00,108.95,109.3,106.3346,107.79,13084539,76416,107.595711
2017-01-26 05:00:00+00:00,107.9,109.95,106.7,109.65,11469970,73885,108.612317
2017-01-27 05:00:00+00:00,109.95,111.89,108.85,111.77,11802015,68400,110.543189
2017-01-30 05:00:00+00:00,110.94,111.01,107.9106,110.02,12405618,72886,109.475028
2017-01-31 05:00:00+00:00,108.95,110.05,108.2,109.18,9071365,52376,108.953893
2017-02-01 05:00:00+00:00,110.58,114.12,109.86,113.95,14750082,87674,112.526239
2017-02-02 05:00:00+00:00,113.31,115.74,112.06,115.39,12081340,75309,114.53585
2017-02-03 05:00:00+00:00,115.45,115.9,113.9,114.38,9318908,60014,114.735308
2017-02-06 05:00:00+00:00,114.0,117.3261,114.0,117.31,12684933,75928,116.240994
2017-02-07 05:00:00+00:00,118.62,120.92,117.9,119.13,18655692,109325,119.575399
2017-02-08 05:00:00+00:00,118.4,119.31,116.38,118.61,11239507,72039,118.152735
2017-02-09 05:00:00+00:00,118.86,119.06,115.6,116.38,21057328,138868,116.789626
2017-02-10 05:00:00+00:00,119.97,120.7,112.6,113.62,41278350,257324,115.21334
2017-02-13 05:00:00+00:00,113.39,113.98,108.2,108.38,29519109,162606,110.126751
2017-02-14 05:00:00+00:00,107.91,110.15,106.29,108.78,21265790,120482,108.638193
2017-02-15 05:00:00+00:00,108.9,109.8,107.76,109.0,9325532,55555,108.733584
2017-02-16 05:00:00+00:00,109.39,109.44,105.66,107.25,16205911,96882,107.092151
2017-02-17 05:00:00+00:00,106.7,107.41,104.79,107.23,14093715,79073,106.34771
2017-02-21 05:00:00+00:00,108.23,111.23,108.22,111.07,13798917,80015,110.253089
2017-02-22 05:00:00+00:00,111.42,111.8,109.99,110.76,10844868,61489,110.686091
